Filename,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Entropy,max_prob,sum_avg,sum_var,sum_entropy,diff_avg,diff_var,diff_entropy,auto_corr,cluster_tendency,cluster_shade,cluster_prominence,max_corr_coeff, fibrosis
15_242_208_40_12_jpg.rf.be32ed3ee2a760f8265a35963a5597ae.jpg,1731.09985,28.26172539,0.05387323,0.010977303,0.634682875,0.000120501,0.000720696,1,1,9.578411917,2,10,2249937.665,1,1,-1,1,0.000705438,1
15_242_212_18_13_jpg.rf.36cc657eccca98837c39dab3c02cccf6.jpg,1901.028839,31.10604371,0.050842119,0.009355258,0.602269409,8.75E-05,0.00204948,1,1,9.870838881,2,10,2185701.599,1,1,-1,1,0.002034222,1
208_6_2_41_jpg.rf.b376c6347c660d4b97a23c2086d79f2a.jpg,945.3514859,16.91832483,0.260123228,0.091718414,0.945707895,0.008412268,0.057385449,1,1,8.05176512,2,10,2334463.354,1,1,-1,1,0.05737019,0
15_242_211_19_9_jpg.rf.33a57e4d52401ef28ce8aa74b85cd413.jpg,3269.867673,40.24394446,0.04860102,0.01009578,0.622317167,0.000101925,0.004403004,1,1,10.07039229,2,10,2004155.335,1,1,-1,1,0.004387746,1
15_242_208_35_10_jpg.rf.fca2dade1d815938083826a79b6d3946.jpg,1740.834645,28.58526176,0.079255469,0.028317063,0.697885438,0.000801856,0.026699548,1,1,9.681241334,2,10,2188681.48,1,1,-1,1,0.02668429,1
18_229_Masson_201_14_21_jpg.rf.826ec0ee3a4ad597a63e25742275c6c4.jpg,1238.262919,24.4689256,0.060483809,0.010359756,0.823179495,0.000107325,0.000923392,1,1,9.728866225,2,10,2214102.874,1,1,-1,1,0.000908133,0
15_242_212_22_18_jpg.rf.2507ed18caf750785ad603530130319e.jpg,2322.991633,34.49752824,0.052233723,0.010752588,0.585402361,0.000115618,0.003727352,1,1,9.840628284,2,10,2186126.39,1,1,-1,1,0.003712093,1
15_242_212_26_9_jpg.rf.8ef0c69725af0b4adbd6c6c3361c7544.jpg,1997.98616,31.42124703,0.054096496,0.011865506,0.618053841,0.00014079,0.007454703,1,1,9.832941001,2,10,2160326.457,1,1,-1,1,0.007439444,1
15_242_208_38_11_jpg.rf.24d779a58e78bcedda2a0c52f11db1d3.jpg,1285.605148,21.18264023,0.299120205,0.195186418,0.843125207,0.038097738,0.190781843,1,1,7.99296907,2,10,2264892.797,1,1,-1,1,0.190766584,1
207_2_19_8_jpg.rf.6838b11133cf39fa6afe1c92c17ca6af.jpg,887.7757621,17.67110345,0.218675542,0.074853932,0.935214053,0.005603111,0.05049379,1,1,8.494785578,2,10,2312566.581,1,1,-1,1,0.050478531,0
201_8_14_5_jpg.rf.ecddcf386127a53e338613f745d7478c.jpg,975.6705967,21.29362747,0.135108659,0.056357355,0.875408369,0.003176152,0.051743747,1,1,9.412292048,2,10,2249582.434,1,1,-1,1,0.051728489,0
15_242_208_23_16_jpg.rf.c1b3e15c15623c41602c047d0f1502bb.jpg,1578.664167,28.22181683,0.048062571,0.010252721,0.56194899,0.000105118,0.000844566,1,1,9.631691195,2,10,2265525.927,1,1,-1,1,0.000829307,1
17_234_102_13_8_jpg.rf.a7fce6582560bb1322fd06f43bcaf81f.jpg,4112.761562,42.84142428,0.086491237,0.022924496,0.704576198,0.000525532,0.015258494,1,1,9.852493587,2,10,1969011.431,1,1,-1,1,0.015243235,1
15_242_208_27_18_jpg.rf.68104d2a11542c8e55e6022d75c8cc43.jpg,1291.070009,24.3122417,0.060324595,0.012971359,0.655902555,0.000168256,0.003085481,1,1,9.320371745,2,10,2339311.937,1,1,-1,1,0.003070223,1
15_242_208_36_15_jpg.rf.517081b612eaf978a7da0d98ccc87117.jpg,1572.340461,27.3886693,0.067366312,0.012341067,0.68742851,0.000152302,0.005698006,1,1,9.669528588,2,10,2238695.178,1,1,-1,1,0.005682747,1
15_242_211_22_8_jpg.rf.621a7b25e5ab1adea30d0aa6bfd4f7a3.jpg,2851.985361,37.696249,0.050535405,0.010946706,0.640849971,0.00011983,0.006553833,1,1,10.08885059,2,10,2006754.303,1,1,-1,1,0.006538574,1
18_217_217_52_25_jpg.rf.14ef54f60c7f1c8b9ae0526abb02bbeb.jpg,1037.798273,21.32639663,0.152116003,0.041918095,0.914953369,0.001757127,0.028321115,1,1,9.287727185,2,10,2234701.594,1,1,-1,1,0.028305856,0
15_242_208_27_15_jpg.rf.86cbc1be86a6e0dc6991a35e458d24a1.jpg,1429.713805,22.90673738,0.227348952,0.103379014,0.865359284,0.010687221,0.086888956,1,1,8.480212388,2,10,2278639.691,1,1,-1,1,0.086873698,1
15_242_208_20_11_jpg.rf.795540ee5cf4d0a174d7e743bc2a9be2.jpg,1612.273842,27.63803025,0.072244177,0.014930539,0.689105438,0.000222921,0.006621398,1,1,9.617128227,2,10,2228543.614,1,1,-1,1,0.006606139,1
15_242_212_25_14_jpg.rf.8aea3d53f1abd983d482f24b2ab33b8b.jpg,2284.384886,33.43102147,0.060014447,0.013823994,0.64856044,0.000191103,0.008727183,1,1,9.782930145,2,10,2178823.717,1,1,-1,1,0.008711924,1
201_1_13_34_jpg.rf.5080ff50b46260cf60698a946fdb767d.jpg,876.6011621,19.24382059,0.193667064,0.085737047,0.919840882,0.007350841,0.071484071,1,1,8.803131599,2,10,2319017.265,1,1,-1,1,0.071468813,0
15_242_208_22_23_jpg.rf.299ae4e3df3556c386d27adea3aeddab.jpg,1586.40189,26.75919732,0.089193577,0.023807964,0.74083186,0.000566819,0.016756191,1,1,9.472701918,2,10,2240469.072,1,1,-1,1,0.016740932,1
15_242_208_26_13_jpg.rf.13d2e8f76e2cc895370313ec499591f8.jpg,1495.515298,26.76232785,0.059050385,0.011836027,0.642254868,0.000140092,0.004065178,1,1,9.550159298,2,10,2282819.174,1,1,-1,1,0.004049919,1
15_242_212_21_14_jpg.rf.bb198ea5702fcacb085154f269f51906.jpg,2082.839217,31.30748961,0.087968213,0.028348871,0.680908798,0.000803658,0.02288211,1,1,9.6707945,2,10,2165857.885,1,1,-1,1,0.022866851,1
19_212_E1202_21_2_jpg.rf.c15f63efa8eaa53ff373555674ecf5b9.jpg,3157.408274,40.85809038,0.049965226,0.011357987,0.553023126,0.000129004,0.006306093,1,1,10.07342158,2,10,2060571.225,1,1,-1,1,0.006290834,1
15_242_208_25_26_jpg.rf.30b026429ab87371514d36372cf460d4.jpg,1833.066214,29.86614191,0.048793669,0.009555864,0.62503334,9.13E-05,0.000608088,1,1,9.793308298,2,10,2178076.707,1,1,-1,1,0.000592829,1
18_217_218_55_25_jpg.rf.addcf94d846428819baa5adfb1c11eaa.jpg,890.321622,18.17115413,0.247937185,0.091552505,0.93183035,0.008381861,0.062205106,1,1,8.515342241,2,10,2285998.062,1,1,-1,1,0.062189847,0
18_211_205_7_12_jpg.rf.be84cd718e4b8fdf3b1d3fa56b2b57b4.jpg,2779.845298,35.46697747,0.101823824,0.035314907,0.636251754,0.001247143,0.02761168,1,1,9.511901458,2,10,2135460.055,1,1,-1,1,0.027596421,1
19_212_E1202_21_5_jpg.rf.c326d59ad11adeb2056972cf1db620bf.jpg,2744.206975,38.17443104,0.05892615,0.015633299,0.56046615,0.0002444,0.011474838,1,1,9.977300343,2,10,2110511.257,1,1,-1,1,0.011459579,1
15_242_208_26_15_jpg.rf.1b6f7ac30447066cb8f1c62780c3e39b.jpg,1574.147945,26.8077655,0.064271461,0.012348065,0.71707884,0.000152475,0.004695787,1,1,9.571170781,2,10,2264602.551,1,1,-1,1,0.004680529,1
18_217_219_20_5_jpg.rf.42480fb90ad7517154973649f7af4400.jpg,2562.101888,29.08376969,0.33630149,0.159393835,0.725927804,0.025406395,0.138035877,1,1,7.911087986,2,10,2114438.175,1,1,-1,1,0.138020618,1
15_242_208_32_7_jpg.rf.c2faf2b2467677103e76483342bb2f1c.jpg,1688.427001,28.85300046,0.051567457,0.010027316,0.585782769,0.000100547,0.00191435,1,1,9.706231744,2,10,2244938.669,1,1,-1,1,0.001899091,1
18_236_203_76_7_jpg.rf.046d3671f710abc2077b9ede2e4039a9.jpg,1843.681295,30.31703884,0.054795054,0.008345825,0.78891516,6.97E-05,0.001756697,1,1,10.08810851,2,10,2079644.926,1,1,-1,1,0.001741439,0
15_242_212_24_23_jpg.rf.911ebbea69c0c20df4874ea082d1acb8.jpg,2310.25141,33.28849251,0.069076769,0.019421554,0.661116785,0.000377197,0.015844059,1,1,9.794140354,2,10,2130490.264,1,1,-1,1,0.015828801,1
208_7_8_10_jpg.rf.de201b7a8b4351f317f5d261e59e6678.jpg,722.3298312,15.32002297,0.214132365,0.073665401,0.951789714,0.005426591,0.060515974,1,1,8.402556934,2,10,2372179.317,1,1,-1,1,0.060500715,0
18_228_Masson_505_88_28_jpg.rf.1c8034f2bd937afb4bd402a19f9fc45a.jpg,1362.967625,24.55484612,0.120887502,0.037053038,0.837172953,0.001372928,0.025641026,1,1,9.427979944,2,10,2221435.535,1,1,-1,1,0.025625767,0
19_212_D1208_25_5_jpg.rf.557b43f51b358e14c844190fc586e425.jpg,2868.524678,37.62047453,0.081922312,0.025717905,0.644766601,0.000661411,0.018952062,1,1,9.783910523,2,10,2083541.237,1,1,-1,1,0.018936804,1
15_242_208_37_20_jpg.rf.92000e1ba6102b57686057243db1a9dc.jpg,1855.699717,30.10591985,0.051066966,0.010909632,0.584423289,0.00011902,0.002308481,1,1,9.638607719,2,10,2230032.462,1,1,-1,1,0.002293222,1
15_242_208_18_23_jpg.rf.0f5c4b94b5302e3f7a9eb05d48fffc06.jpg,1431.285745,25.74928775,0.054537005,0.011741732,0.604608749,0.000137868,0.000461696,1,1,9.438968421,2,10,2310897.068,1,1,-1,1,0.000446437,1
15_242_211_23_2_jpg.rf.fb0c20700e9ca2f3a1a5bc60a1d4f5f5.jpg,2824.989471,35.72642816,0.066954088,0.01528231,0.73081334,0.000233549,0.0084344,1,1,9.802659781,2,10,2082275.166,1,1,-1,1,0.008419141,1
16_253_308_23_15_jpg.rf.90dad49d4112e260ae79b2a339960b90.jpg,2726.907199,35.24092655,0.083989392,0.023203274,0.711679183,0.000538392,0.010562706,1,1,9.675756267,2,10,2091483.884,1,1,-1,1,0.010547447,1
15_242_208_28_19_jpg.rf.71f9958fa597b383efbdda525c0e0628.jpg,1122.857865,22.86538743,0.063056475,0.012822559,0.618486106,0.000164418,0.000979697,1,1,9.298570895,2,10,2363067.868,1,1,-1,1,0.000964438,1
208_5_6_18_jpg.rf.5691488a362e792022f895d822ca6724.jpg,885.876029,17.5256354,0.218541978,0.095266943,0.9444699,0.00907579,0.087485783,1,1,8.44624056,2,10,2318016.046,1,1,-1,1,0.087470524,0
201_10_4_3_jpg.rf.9417f9b80eabe05ae8a9a67ca13bd034.jpg,862.8080583,19.15685281,0.155690307,0.053006159,0.919142039,0.002809653,0.035246557,1,1,9.104841952,2,10,2310130.117,1,1,-1,1,0.035231298,0
15_242_208_33_15_jpg.rf.de51ddb70760ccf5ef817129ceaffd46.jpg,1605.633177,27.0803126,0.0593665,0.011947304,0.662749027,0.000142738,0.002342263,1,1,9.502312141,2,10,2265803.124,1,1,-1,1,0.002327004,1
15_242_202_100_56_jpg.rf.ad134b27b59d412b3cc7aef5e32d5c7c.jpg,748.7498621,19.64350303,0.064068917,0.010679092,0.84389166,0.000114043,0.000472957,1,1,9.552270354,2,10,2339429.205,1,1,-1,1,0.000457698,0
18_211_206_24_7_jpg.rf.c44f2ed64d89ceea65ed525de66d00b6.jpg,1879.358896,27.50121054,0.198396338,0.104739086,0.645993481,0.010970276,0.097530489,1,1,8.686279649,2,10,2273808.135,1,1,-1,1,0.09751523,1
201_6_18_37_jpg.rf.fa073428159cc66c89d3679ffac256f3.jpg,470.3314978,13.10169701,0.204895452,0.03154835,0.957036116,0.000995298,0.020123194,1,1,8.868127597,2,10,2434720.812,1,1,-1,1,0.020107935,0
15_242_212_25_13_jpg.rf.9d22100049282e566f60ea8955fb5083.jpg,2389.65303,34.99501143,0.050563209,0.010511729,0.606971087,0.000110496,0.004234091,1,1,9.889596726,2,10,2153743.865,1,1,-1,1,0.004218832,1
15_242_208_22_14_jpg.rf.9b7ef24f67d3581fceb02befe15dbf08.jpg,1631.731845,24.38231816,0.242219586,0.144312618,0.850451928,0.020826132,0.13897053,1,1,8.517421587,2,10,2195269.891,1,1,-1,1,0.138955271,1
16_253_308_22_9_jpg.rf.b0ba2d3d9dd5adaa3d34ff86c7bef027.jpg,2606.087914,33.87170478,0.098509897,0.029552929,0.726208629,0.000873376,0.019785368,1,1,9.54952166,2,10,2118965.076,1,1,-1,1,0.019770109,1
15_242_208_29_21_jpg.rf.cec0721253df95fe49db7e90f10d51d0.jpg,1512.864498,24.96458453,0.111534673,0.032368613,0.77281142,0.001047727,0.022161413,1,1,9.259759969,2,10,2283431.641,1,1,-1,1,0.022146155,1
18_211_205_5_19_jpg.rf.1b3ca8baf9c57b6a3e3ee804c5599e65.jpg,2704.572897,34.38164251,0.106565594,0.035669214,0.615890241,0.001272293,0.026688288,1,1,9.461579073,2,10,2130731.399,1,1,-1,1,0.026673029,1
15_242_212_25_20_jpg.rf.0e1711a2ca5c5d3edb0f4d1d983dfd61.jpg,2144.830344,32.91103904,0.051939572,0.010523005,0.617824555,0.000110734,0.004279135,1,1,9.861456201,2,10,2168699.286,1,1,-1,1,0.004263876,1
19_212_D1208_20_4_jpg.rf.71c544fcf4d560e4476d3fdf54aab5d5.jpg,3377.789726,40.98473025,0.066351311,0.016653942,0.610455429,0.000277354,0.009143835,1,1,9.952746622,2,10,2026996.176,1,1,-1,1,0.009128576,1
15_239_101_64_47_jpg.rf.c23cc3f6ba46896ce9c2cf3ee242bbaf.jpg,984.6740763,23.10307084,0.051512831,0.010115847,0.765687095,0.00010233,0.000371609,1,1,9.621703077,2,10,2315177.642,1,1,-1,1,0.00035635,0
18_217_218_57_32_jpg.rf.55548c3f9685abf1d3b3c8d52b9989f9.jpg,999.0049435,20.99836717,0.131334797,0.034214585,0.911915891,0.001170638,0.024447372,1,1,9.316532482,2,10,2262654.46,1,1,-1,1,0.024432113,0
15_242_208_36_8_jpg.rf.0fb1c9dbb89f38ea88bdd6e6d5e3dc18.jpg,1714.209599,28.52100717,0.049861557,0.01002126,0.583345548,0.000100426,0.00038287,1,1,9.678566593,2,10,2242410.881,1,1,-1,1,0.000367611,1
202_6_19_21_jpg.rf.a9c9b5e58b3bc039ce4f8154cf0873e8.jpg,1324.664144,24.61646566,0.149649741,0.056588661,0.848127287,0.003202277,0.043061608,1,1,9.349623046,2,10,2183104.877,1,1,-1,1,0.043046349,0
15_242_208_27_10_jpg.rf.787717bef9f388c7672882651f5202f2.jpg,1676.572683,28.42365686,0.052211518,0.010344141,0.582511196,0.000107001,0.001103566,1,1,9.646508245,2,10,2255789.939,1,1,-1,1,0.001088308,1
15_242_211_23_5_jpg.rf.7f2f265373fe3f75664273211a0d9fd0.jpg,2496.152416,32.73602243,0.121404186,0.049077265,0.783736047,0.002408578,0.044548045,1,1,9.43352067,2,10,2075311.04,1,1,-1,1,0.044532786,1
19_212_D1208_20_8_jpg.rf.3f40feb56c09abc23b3519bbf438e17e.jpg,3811.200984,44.71165389,0.052273445,0.012594851,0.552960845,0.00015863,0.00677905,1,1,10.1096453,2,10,2001150.479,1,1,-1,1,0.006763791,1
18_228_Masson_505_87_28_jpg.rf.e7da2fa9e4ffd5dd6dc50eaaf96d45ad.jpg,1234.469421,22.80727002,0.176488489,0.091294183,0.854065962,0.008334628,0.087080391,1,1,9.060096465,2,10,2218836.475,1,1,-1,1,0.087065133,0
16_253_302_18_13_jpg.rf.aa08256004f3f90d9355cf5350f34f15.jpg,3388.011678,37.7213495,0.092426144,0.026939768,0.758076784,0.000725751,0.017713366,1,1,9.608873782,2,10,2039003.254,1,1,-1,1,0.017698107,1
15_242_212_24_11_jpg.rf.bcb799604d888bc7b353514f1a6bbf83.jpg,2347.686655,34.21445221,0.055802936,0.012212977,0.60815689,0.000149157,0.006880398,1,1,9.842353461,2,10,2170796.223,1,1,-1,1,0.006865139,1
18_217_217_45_25_jpg.rf.78cfd074d6d2520b82e6cef1466460af.jpg,854.3573528,18.22357353,0.216264652,0.083372173,0.936129834,0.006950919,0.061675844,1,1,8.703301422,2,10,2285617.228,1,1,-1,1,0.061660585,0
18_217_217_62_18_jpg.rf.4ddc841a6f52b5ca43bd600b0fe4e809.jpg,1207.555657,22.97961781,0.129173061,0.033208155,0.901205592,0.001102782,0.023332545,1,1,9.368733214,2,10,2211085.865,1,1,-1,1,0.023317286,0
15_242_212_20_20_jpg.rf.d0696500874e934c27f8ab0ee3f1c64f.jpg,2328.977827,34.9744941,0.041784771,0.008732285,0.567552983,7.63E-05,0.000968436,1,1,9.930923872,2,10,2164418.76,1,1,-1,1,0.000953177,1
15_242_208_20_27_jpg.rf.ce17bdd2b623ff55e9a666722cbc737f.jpg,1918.664279,30.29161177,0.048817333,0.009556913,0.646105608,9.13E-05,0.000596827,1,1,9.782854377,2,10,2186844.732,1,1,-1,1,0.000581568,1
18_236_303_65_37_jpg.rf.6e27cc6ec7bbc43a564aaad20719c66b.jpg,1944.545533,30.048388,0.065373222,0.010625645,0.794381733,0.000112904,0.002612524,1,1,9.99399755,2,10,2063685.838,1,1,-1,1,0.002597266,0
15_242_212_25_16_jpg.rf.9cdcea882fb033c9a000504c21fdff3f.jpg,2268.834116,34.32089006,0.047847473,0.010114544,0.56931941,0.000102304,0.004166526,1,1,9.853281242,2,10,2186877.44,1,1,-1,1,0.004151267,1
18_211_205_5_16_jpg.rf.6a08bcedbf5ed8a07a89d91df36d1987.jpg,2484.640564,32.51412677,0.119481307,0.040730804,0.661216532,0.001658998,0.031158857,1,1,9.319607825,2,10,2153208.646,1,1,-1,1,0.031143598,1
16_224_606_176_20_jpg.rf.9d9abe17a52589979986e17ec23c6a82.jpg,769.6410707,18.44766506,0.080247139,0.013134861,0.879020072,0.000172525,0.001610306,1,1,9.297097273,2,10,2350297.188,1,1,-1,1,0.001595047,0
18_228_Masson_208_67_14_jpg.rf.d3b84e0155e88ffe990551fd9734296a.jpg,641.1012466,16.44622366,0.101908912,0.01324456,0.904705541,0.000175418,0.002691351,1,1,9.323836784,2,10,2391337.843,1,1,-1,1,0.002676092,0
18_217_212_57_4_jpg.rf.0643b1504bb11b26b7c32d871b3c2198.jpg,985.4139387,18.43960227,0.254167139,0.10266942,0.92702521,0.01054101,0.08271117,1,1,8.397279381,2,10,2261102.239,1,1,-1,1,0.082695911,0
15_242_208_36_25_jpg.rf.047ba4e93bb110ee8384b2393306d938.jpg,1611.714233,28.14430819,0.051074058,0.009844641,0.617064747,9.69E-05,0.001936872,1,1,9.69634317,2,10,2253831.358,1,1,-1,1,0.001921613,1
15_242_208_23_23_jpg.rf.eaf6a469fb18630adf13d0766fbca597.jpg,1510.551423,26.60164634,0.06030558,0.012871788,0.632547722,0.000165683,0.005393962,1,1,9.443089358,2,10,2300425.132,1,1,-1,1,0.005378703,1
15_242_212_20_13_jpg.rf.c4a5fa68b6f03fbfec6a1ac7917db1f8.jpg,2169.154691,33.54584868,0.044902594,0.008501842,0.574738268,7.23E-05,0.00114861,1,1,9.962077936,2,10,2156868.418,1,1,-1,1,0.001133351,1
15_242_208_19_7_jpg.rf.c5e0a545170304c84775086ac1344297.jpg,1875.071507,30.09689988,0.050705856,0.00976756,0.584939975,9.54E-05,0.001058523,1,1,9.745553268,2,10,2218199.583,1,1,-1,1,0.001043264,1
15_242_208_33_19_jpg.rf.5a9d508ce744609f26905308fb78692d.jpg,1912.902143,30.15993829,0.0539792,0.011049053,0.554842422,0.000122082,0.003265655,1,1,9.651513094,2,10,2217112.05,1,1,-1,1,0.003250397,1
18_229_Masson_202_118_50_jpg.rf.c51a26c235b3984a91d58ad8455ef0ef.jpg,1064.579699,21.84891276,0.075250981,0.014169254,0.796603216,0.000200768,0.001238697,1,1,9.354610104,2,10,2292769.809,1,1,-1,1,0.001223438,0
15_242_208_23_27_jpg.rf.f66054b3f46b0b42f028cbcceb07c586.jpg,1746.698794,29.26147765,0.046604854,0.009773206,0.568137988,9.55E-05,0.000608088,1,1,9.712057547,2,10,2229378.99,1,1,-1,1,0.000592829,1
18_217_212_49_5_jpg.rf.63999b3a1b99b8e1e53a5ca86adb0bc8.jpg,1045.732723,20.09241805,0.189065796,0.054786956,0.921361242,0.003001611,0.036890646,1,1,8.965364106,2,10,2242665.158,1,1,-1,1,0.036875387,0
15_242_208_32_10_jpg.rf.1aeeeb6ea818437a230fdfcb900c0bb6.jpg,1651.759434,27.92681554,0.061881399,0.012485214,0.675128607,0.000155881,0.006655181,1,1,9.652197881,2,10,2239809.533,1,1,-1,1,0.006639922,1
18_236_202_129_6_jpg.rf.058cba8a0cd081507098ad09e6676b94.jpg,875.0411473,18.50476898,0.112504033,0.019892513,0.884326464,0.000395712,0.002240915,1,1,9.026115973,2,10,2337961.21,1,1,-1,1,0.002225656,0
18_228_Masson_505_102_39_jpg.rf.886342d54042b0dec9b4b7c905b0fe25.jpg,669.2222335,17.67438037,0.088530433,0.013077359,0.889693016,0.000171017,0.005709267,1,1,9.498569206,2,10,2374805.053,1,1,-1,1,0.005694008,0
15_242_212_20_21_jpg.rf.8066abdc0f99bc875e649a6e6eb76541.jpg,2215.071923,33.77196716,0.04430921,0.008885113,0.560887553,7.89E-05,0.000945914,1,1,9.916861871,2,10,2149219.467,1,1,-1,1,0.000930655,1
18_229_Masson_201_12_23_jpg.rf.d3068dc4aa6080204a9356434de7fea6.jpg,1600.636972,29.08146121,0.056232076,0.009354038,0.813578228,8.75E-05,0.004481831,1,1,10.09785049,2,10,2134224.797,1,1,-1,1,0.004466572,0
202_5_15_5_jpg.rf.dc983d66763e56ccd2abfeb83158d139.jpg,1011.741495,19.76985012,0.188522688,0.083305224,0.923536516,0.00693976,0.07696812,1,1,8.813483042,2,10,2266953.182,1,1,-1,1,0.076952862,0
18_217_217_62_19_jpg.rf.4100da1b25f92be0bfcd6b764d18a788.jpg,785.3167573,15.40024549,0.334585151,0.134748032,0.942064628,0.018157032,0.096809792,1,1,7.714219379,2,10,2327281.681,1,1,-1,1,0.096794534,0
18_229_Masson_201_83_26_jpg.rf.ed48d8bf06f65e8d9132ef1dca204f0d.jpg,1353.243787,27.06302715,0.049196226,0.007451096,0.809312513,5.55E-05,0.000439174,1,1,10.08893024,2,10,2167306.231,1,1,-1,1,0.000423916,0
18_217_212_56_11_jpg.rf.9e4322ebb3bb258cae87869a3d63a89c.jpg,972.3666881,19.69889531,0.206569145,0.06751686,0.923886451,0.004558526,0.043129174,1,1,8.83862019,2,10,2278684.166,1,1,-1,1,0.043113915,0
15_242_208_25_23_jpg.rf.e78d84281a388c7316a069877746b597.jpg,1104.190365,22.8902965,0.05974524,0.012275582,0.603260582,0.00015069,0.000523631,1,1,9.326804799,2,10,2373862.625,1,1,-1,1,0.000508372,1
207_8_9_31_jpg.rf.79f9f60e592ba304a6b89198b1951b1d.jpg,1031.105458,18.72882673,0.249002533,0.096676294,0.929499769,0.009346306,0.069265678,1,1,8.305986619,2,10,2285574.242,1,1,-1,1,0.069250419,0
18_219_208_49_22_jpg.rf.216126ff6d9f831492d65640a821f8e0.jpg,1009.963886,23.22253753,0.05600379,0.008883847,0.800870237,7.89E-05,0.000686914,1,1,9.807046125,2,10,2282430.893,1,1,-1,1,0.000671655,0
17_209_102_11_26_jpg.rf.fd967d18936e42cb087167bbdae7ae8f.jpg,1035.427249,23.01059649,0.065534389,0.012348884,0.816912685,0.000152495,0.003648525,1,1,9.416391876,2,10,2344059.399,1,1,-1,1,0.003633267,0
15_242_208_33_20_jpg.rf.724e165e634dc2befe52d60e7ac54c2d.jpg,1797.721338,28.91620779,0.06763218,0.014905823,0.641373708,0.000222184,0.008231704,1,1,9.590793218,2,10,2229200.693,1,1,-1,1,0.008216445,1
202_1_18_11_jpg.rf.d1a6c11a2b1c00c932f93fe650965eac.jpg,1122.973041,20.04302783,0.190779978,0.06620123,0.924084787,0.004382603,0.04589935,1,1,8.702888842,2,10,2271913.411,1,1,-1,1,0.045884091,0
18_211_Masson_208_100_82_jpg.rf.363f45304d035d417102ae974c83f9ba.jpg,904.3503035,19.02609146,0.204514833,0.085191979,0.883025369,0.007257673,0.074344335,1,1,8.710400651,2,10,2336226.594,1,1,-1,1,0.074329076,0
301_0_8_53_jpg.rf.b556220d9a0a3aea0aba9b88a0901230.jpg,1427.057667,23.91484522,0.176567809,0.062969844,0.890890962,0.003965201,0.046867786,1,1,8.997288144,2,10,2189969.815,1,1,-1,1,0.046852527,0
